215435,1
215436,1
215437,5
215438,1
215460,1
215461,1
215462,1
215463,1
215464,1
215465,1
215466,5
215467,1
215468,1
215469,1
215470,1
215471,1
215439,1
215440,1
215441,5
215442,5
215443,1
215444,1
215445,1
215446,1
215447,5
215448,1
215449,1
215450,1
215451,1
215452,5
215453,5
215454,1
215455,1
215456,1
215457,5
215458,5
215459,5
